code,title
SS21,- - - - - Suppression of yawning pattern (TM2)
SS22,- - - - - Suppression of hunger and thirst together pattern (TM2)
SS23,- - - - - Suppression of semen pattern (TM2)
SS24,- - - - - Suppression of cough pattern (TM2)
SS25,- - - - - Suppression of micturition pattern (TM2)
SS26,- - - - - Suppression of sleep pattern (TM2)
SS27,- - - - - Suppression of sneeze pattern (TM2)
SS28,- - - - - Suppression of tears pattern (TM2)
SS29,- - - - - Suppression of vomiting pattern (TM2)
SS2A,- - - - - Suppression of stool pattern (TM2)
SS2B,- - - - - Supression of exertional hyperpnea pattern (TM2)
SS2C,- - - - - Suppression of hunger pattern (TM2)
SS2D,- - - - - Suppression of thirst pattern (TM2)
SS2E,- - - - - Suppression of flatus pattern (TM2)
SS2F,- - - - - Pattern of humour accumulated with air (TM2)
SS2G,- - - - - Pattern of humour accumulated with excess cold (TM2)
SS2H,- - - - - Pattern of humour accumulated with excess heat (TM2)
SS2Y,- - - - - Other specified chronic accumulation patterns (TM2)
SS2Z,"- - - - - Chronic accumulation patterns (TM2), unspecified"
SS30,- - - - - Physical faculties derangement pattern (TM2)
SS31,- - - - - Nutritive faculty derangement pattern (TM2)
SS32,- - - - - Collecting faculty derangement pattern (TM2)
SS33,- - - - - Adhesive faculty derangement pattern (TM2)
SS34,- - - - - Assimilation faculty derangement pattern (TM2)
SS35,- - - - - Absorptive faculty derangement pattern (TM2)
SS36,- - - - - Retentive faculty derangement pattern (TM2)
SS37,- - - - - Digestive faculty derangement pattern (TM2)
SS38,- - - - - Expulsive faculty derangement pattern (TM2)
SS39,- - - - - Growth faculty derangement pattern (TM2)
SS3A,- - - - - Reproductive faculties derangement pattern (TM2)
SS3B,- - - - - Vital faculty derangement pattern (TM2)
SS3C,- - - - - Psychic faculties derangement pattern (TM2)
SS3D,- - - - - Debility of organs pattern (TM2)
SS3E,- - - - - Innate heat weakness pattern (TM2)
SS3F,- - - - - Disruption of innate heat pattern (TM2)
SS3G,- - - - - Weakness of psychic spirit pattern (TM2)
SS3H,- - - - - Weakness of natural spirit pattern (TM2)
SS3J,- - - - - Weakness of vital spirit pattern (TM2)
SS3Y,- - - - - Other specified power derangement patterns (TM2)
SS3Z,"- - - - - Power derangement patterns (TM2), unspecified"
SS4Y,- - - - Other specified power derangement and chronic accumulation patterns (TM2)
SS4Z,"- - - - Power derangement and chronic accumulation patterns (TM2), unspecified"
SS50,- - - - - Vata constitution pattern (TM2)
SS51,- - - - - Pitta constitution pattern (TM2)
SS52,- - - - - Kapha constitution pattern (TM2)
SS53,- - - - - Vata-Pitta constitution pattern (TM2)
SS54,- - - - - Pitta-Kapha constitution pattern (TM2)
SS55,- - - - - Kapha-Vata constitution pattern (TM2)
SS56,- - - - - Body constitution with a predominance of all three dosha pattern (TM2)
SS57,- - - - - Vaḷi body constitution pattern (TM2)
SS58,- - - - - Aẕal body constitution pattern (TM2)
SS59,- - - - - Aiyam body constitution pattern (TM2)
SS5A,- - - - - Vaḷi-predominant Aẕal body constitution pattern (TM2)
SS5B,- - - - - Vaḷi-predominant Aiyam body constitution pattern (TM2)
SS5C,- - - - - Aẕal-predominant Vaḷi body constitution pattern (TM2)
SS5D,- - - - - Aẕal-predominant Aiyam body constitution pattern (TM2)
SS5E,- - - - - Aiya-predominant Aẕal body constitution pattern (TM2)
SS5F,- - - - - Aiya-predominant Vaḷi body constitution pattern (TM2)
SS5Y,- - - - - Other specified constitution patterns (TM2)
SS5Z,"- - - - - Constitution patterns (TM2), unspecified"
SS60,"- - - - - Personality with a calm, composed mindset (TM2)"
SS61,"- - - - - Personality with an agitated, reactive mindset (TM2)"
SS62,"- - - - - Personality with a confused, negative mindset (TM2)"
SS6Y,- - - - - Other specified personality patterns (TM2)
SS6Z,"- - - - - Personality patterns (TM2), unspecified"
SS70,- - - - - Human temperament pattern (TM2)
SS71,- - - - - Temperament according to age pattern (TM2)
SS72,- - - - - Dam predominant temperament pattern (TM2)
SS73,- - - - - Ṣafrā’ predominant temperament pattern (TM2)
SS74,- - - - - Balgham predominant temperament pattern (TM2)
SS75,- - - - - Sawdā’ predominant temperament pattern (TM2)
SS7Y,- - - - - Other specified temperament based patterns (TM2)
SS7Z,"- - - - - Temperament based patterns (TM2), unspecified"
SS80,- - - - - Kapha predominant age pattern (TM2)
SS81,- - - - - Pitta predominant age pattern (TM2)
SS82,- - - - - Vata predominant age pattern (TM2)
SS83,- - - - - Childhood age pattern (TM2)
SS84,- - - - - Adult age pattern (TM2)
SS85,- - - - - Old age pattern (TM2)
SS86,- - - - - Hot and moist predominant temperament age pattern (TM2)
SS87,- - - - - Hot predominant temperament with lesser degree of moistness age pattern (TM2)
SS88,- - - - - Cold and dry predominant temperament age pattern (TM2)
SS89,- - - - - Cold predominant temperament with greater degree of dryness age pattern (TM2)
SS8Y,- - - - - Other specified age dependent patterns (TM2)
SS8Z,"- - - - - Age dependent patterns (TM2), unspecified"
ST00,- - - - Abnormal temperament pattern (TM2)
ST01,- - - - Simple morbid temperament pattern (TM2)
ST02,- - - - Simple abnormal temperament without substance pattern (TM2)
ST03,- - - - Abnormal hot temperament pattern (TM2)
ST04,- - - - Abnormal cold temperament pattern (TM2)
ST05,- - - - Abnormal moist temperament pattern (TM2)
ST06,- - - - Abnormal dry temperament pattern (TM2)
ST07,- - - - Abnormal temperament associated with substance pattern (TM2)
ST08,- - - - Abnormal hot temperament with substance pattern (TM2)
ST09,- - - - Abnormal cold temperament with substance pattern (TM2)
ST0A,- - - - Abnormal moist temperament with substance pattern (TM2)
ST0B,- - - - Abnormal dry temperament with substance pattern (TM2)
ST0C,- - - - Compound morbid temperament pattern (TM2)
ST0D,- - - - Simple compound abnormal temperament pattern (TM2)
ST0E,- - - - Simple hot and moist abnormal temperament pattern (TM2)
ST0F,- - - - Simple hot and dry abnormal temperament pattern (TM2)
ST0G,- - - - Simple cold and moist abnormal temperament pattern (TM2)
ST0H,- - - - Simple cold and dry abnormal temperament pattern (TM2)
ST0J,- - - - Compound abnormal temperament associated with substance pattern (TM2)
ST0K,- - - - Abnormal hot and moist temperament associated with substance pattern (TM2)
ST0L,- - - - Abnormal hot and dry temperament associated with substance pattern (TM2)
ST0M,- - - - Abnormal cold and moist temperament associated with substance pattern (TM2)
ST0N,- - - - Abnormal cold and dry temperament associated with substance pattern (TM2)
ST0P,- - - - Stable abnormal temperament pattern (TM2)
ST0Q,- - - - Unstable abnormal temperament pattern (TM2)
ST0R,- - - - Thickening of moisture pattern (TM2)
ST0S,- - - - Presence of foreign moisture pattern (TM2)
ST0T,- - - - Thinning of moistures pattern (TM2)
ST0U,- - - - Infection of moistures pattern (TM2)
ST0V,- - - - Change of temperament of psychic Rūḥ pattern (TM2)
ST0W,- - - - Predominance of hotness pattern (TM2)
ST0X,- - - - Predominance of coldness pattern (TM2)
ST10,- - - - Predominance of moistness pattern (TM2)
ST11,- - - - Predominance of dryness pattern (TM2)
ST1Y,- - - - Other specified body constitution and temperament patterns (TM2)
ST1Z,"- - - - Body constitution and temperament patterns (TM2), unspecified"
ST20,- - - - Injury pattern in the varmam or marmam (TM2)
ST2Y,- - - - Other specified varmam and Marmam patterns (TM2)
ST2Z,"- - - - Varmam and Marmam patterns (TM2), unspecified"
