Foundation URI,Linearization URI,Code,BlockId,Title,ClassKind,DepthInKind,IsResidual,ChapterNo,BrowserLink,isLeaf,Primary tabulation,Grouping1,Grouping2,Grouping3,Grouping4,Grouping5
http://id.who.int/icd/entity/1076215290,http://id.who.int/icd/release/11/mms/1076215290,SL60,,- - - - - Slow heart disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SL6,,
http://id.who.int/icd/entity/381547252,http://id.who.int/icd/release/11/mms/381547252,SL61,,- - - - - Heart pain disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SL6,,
http://id.who.int/icd/entity/1236474281,http://id.who.int/icd/release/11/mms/1236474281,SL62,,- - - - - Palpitation disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SL6,,
,http://id.who.int/icd/release/11/mms/21381775/other,SL6Y,,- - - - - Other specified heart disorders (TM2),category,1,True,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SL6,,
,http://id.who.int/icd/release/11/mms/21381775/unspecified,SL6Z,,"- - - - - Heart disorders (TM2), unspecified",category,1,True,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SL6,,
http://id.who.int/icd/entity/1688071994,http://id.who.int/icd/release/11/mms/1688071994,,BlockL4-SL7,- - - - Circulatory disorders (TM2),block,4,False,26,browser,False,,BlockL1-SK0,BlockL2-SK0,BlockL3-SL6,,
http://id.who.int/icd/entity/990165161,http://id.who.int/icd/release/11/mms/990165161,SL70,,- - - - - Varicose veins disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SL6,,
http://id.who.int/icd/entity/985195023,http://id.who.int/icd/release/11/mms/985195023,SL71,,- - - - - Varicose ulcer disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SL6,,
http://id.who.int/icd/entity/1321572188,http://id.who.int/icd/release/11/mms/1321572188,SL72,,- - - - - Thickened arteries disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SL6,,
,http://id.who.int/icd/release/11/mms/1688071994/other,SL7Y,,- - - - - Other specified circulatory disorders (TM2),category,1,True,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SL6,,
,http://id.who.int/icd/release/11/mms/1688071994/unspecified,SL7Z,,"- - - - - Circulatory disorders (TM2), unspecified",category,1,True,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SL6,,
http://id.who.int/icd/entity/1785833770,http://id.who.int/icd/release/11/mms/1785833770,,BlockL4-SL8,- - - - Blood related disorders (TM2),block,4,False,26,browser,False,,BlockL1-SK0,BlockL2-SK0,BlockL3-SL6,,
http://id.who.int/icd/entity/583544121,http://id.who.int/icd/release/11/mms/583544121,SL80,,- - - - - Anaemia disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SL6,,
http://id.who.int/icd/entity/20474469,http://id.who.int/icd/release/11/mms/20474469,SL81,,- - - - - Bleeding disorder disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SL6,,
,http://id.who.int/icd/release/11/mms/1785833770/other,SL8Y,,- - - - - Other specified blood related disorders (TM2),category,1,True,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SL6,,
,http://id.who.int/icd/release/11/mms/1785833770/unspecified,SL8Z,,"- - - - - Blood related disorders (TM2), unspecified",category,1,True,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SL6,,
http://id.who.int/icd/entity/1494666522,http://id.who.int/icd/release/11/mms/1494666522,SM00,,- - - - Lymphadenopathy disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SL6,,
http://id.who.int/icd/entity/353597412,http://id.who.int/icd/release/11/mms/353597412,SM01,,- - - - Elephantiasis disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SL6,,
,http://id.who.int/icd/release/11/mms/604042066/other,SM0Y,,"- - - - Other specified heart, blood and circulatory disorders (TM2)",category,1,True,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SL6,,
,http://id.who.int/icd/release/11/mms/604042066/unspecified,SM0Z,,"- - - - Heart, blood and circulatory disorders (TM2), unspecified",category,1,True,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SL6,,
http://id.who.int/icd/entity/1104895717,http://id.who.int/icd/release/11/mms/1104895717,,BlockL3-SM1,- - - Gastro-intestinal disorders (TM2),block,3,False,26,browser,False,,BlockL1-SK0,BlockL2-SK0,,,
http://id.who.int/icd/entity/1627131462,http://id.who.int/icd/release/11/mms/1627131462,,BlockL4-SM1,- - - - Oral cavity disorders (TM2),block,4,False,26,browser,False,,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1918241818,http://id.who.int/icd/release/11/mms/1918241818,SM10,,- - - - - Stomatitis disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/716890575,http://id.who.int/icd/release/11/mms/716890575,SM11,,- - - - - Dental abscess disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/465030857,http://id.who.int/icd/release/11/mms/465030857,SM12,,- - - - - Bruxism disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1633499832,http://id.who.int/icd/release/11/mms/1633499832,SM13,,- - - - - Pyorrhoea disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/2128777698,http://id.who.int/icd/release/11/mms/2128777698,SM14,,- - - - - Gingivitis disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1953445518,http://id.who.int/icd/release/11/mms/1953445518,SM15,,- - - - - Halitosis disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1635022934,http://id.who.int/icd/release/11/mms/1635022934,SM16,,- - - - - Sialorrhoea disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1423182930,http://id.who.int/icd/release/11/mms/1423182930,SM17,,- - - - - Palatitis disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/491894702,http://id.who.int/icd/release/11/mms/491894702,SM18,,- - - - - Uvulitis disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/923541522,http://id.who.int/icd/release/11/mms/923541522,SM19,,- - - - - Ludwig’s angina disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1493015227,http://id.who.int/icd/release/11/mms/1493015227,SM1A,,- - - - - Odontalgia disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/571961034,http://id.who.int/icd/release/11/mms/571961034,SM1B,,- - - - - Bleeding gum disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/490388898,http://id.who.int/icd/release/11/mms/490388898,SM1C,,- - - - - Ranula disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/2108588383,http://id.who.int/icd/release/11/mms/2108588383,SM1D,,- - - - - Parotitis disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1461120625,http://id.who.int/icd/release/11/mms/1461120625,SM1E,,- - - - - Dental caries disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/61564620,http://id.who.int/icd/release/11/mms/61564620,SM1F,,- - - - - Dental plaque disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/118943988,http://id.who.int/icd/release/11/mms/118943988,SM1G,,- - - - - Discolouration of teeth disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/2113668227,http://id.who.int/icd/release/11/mms/2113668227,SM1H,,- - - - - Odontoseisis disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/704049524,http://id.who.int/icd/release/11/mms/704049524,SM1J,,- - - - - Sensitive teeth disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1948060500,http://id.who.int/icd/release/11/mms/1948060500,SM1K,,- - - - - Lip chapping and bleeding disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/251133733,http://id.who.int/icd/release/11/mms/251133733,SM1L,,- - - - - Itchy swollen lip diorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/444657837,http://id.who.int/icd/release/11/mms/444657837,SM1M,,- - - - - Dry chapped lip disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1349561784,http://id.who.int/icd/release/11/mms/1349561784,SM1N,,- - - - - Xerostomia disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/524351110,http://id.who.int/icd/release/11/mms/524351110,SM1P,,- - - - - Ageusia disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
,http://id.who.int/icd/release/11/mms/1627131462/other,SM1Y,,- - - - - Other specified oral cavity disorders (TM2),category,1,True,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
,http://id.who.int/icd/release/11/mms/1627131462/unspecified,SM1Z,,"- - - - - Oral cavity disorders (TM2), unspecified",category,1,True,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/2137712626,http://id.who.int/icd/release/11/mms/2137712626,,BlockL4-SM3,- - - - Abdominal cavity disorders (TM2),block,4,False,26,browser,False,,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/2027662198,http://id.who.int/icd/release/11/mms/2027662198,SM30,,- - - - - Haematemesis disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1886136086,http://id.who.int/icd/release/11/mms/1886136086,SM31,,- - - - - Abdominal distension disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1149003012,http://id.who.int/icd/release/11/mms/1149003012,SM32,,- - - - - Ascites disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1140219191,http://id.who.int/icd/release/11/mms/1140219191,SM33,,- - - - - Abdominal pain disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/2107958569,http://id.who.int/icd/release/11/mms/2107958569,SM34,,- - - - - Constipation disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1304317005,http://id.who.int/icd/release/11/mms/1304317005,SM35,,- - - - - Volvulus disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/430208128,http://id.who.int/icd/release/11/mms/430208128,SM36,,- - - - - Malabsorption disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/213858904,http://id.who.int/icd/release/11/mms/213858904,SM37,,- - - - - Diarrhoea disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1054784997,http://id.who.int/icd/release/11/mms/1054784997,SM38,,- - - - - Dysentery disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1589628210,http://id.who.int/icd/release/11/mms/1589628210,SM39,,- - - - - Dyspepsia disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1701691528,http://id.who.int/icd/release/11/mms/1701691528,SM3A,,- - - - - Hyperacidity disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/11955507,http://id.who.int/icd/release/11/mms/11955507,SM3B,,- - - - - Indigestion disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1214224285,http://id.who.int/icd/release/11/mms/1214224285,SM3C,,- - - - - Food stasis indigestion disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1741936461,http://id.who.int/icd/release/11/mms/1741936461,SM3D,,- - - - - Duodenal ulcer disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1834905633,http://id.who.int/icd/release/11/mms/1834905633,SM3E,,- - - - - Gastric ulcer disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1261400053,http://id.who.int/icd/release/11/mms/1261400053,SM3F,,- - - - - Gastritis disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1811898151,http://id.who.int/icd/release/11/mms/1811898151,SM3G,,- - - - - Hernia disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/526277942,http://id.who.int/icd/release/11/mms/526277942,SM3H,,- - - - - Nausea disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/359942700,http://id.who.int/icd/release/11/mms/359942700,SM3J,,- - - - - Retching disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/527900632,http://id.who.int/icd/release/11/mms/527900632,SM3K,,- - - - - Abdominal lumps disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1515569233,http://id.who.int/icd/release/11/mms/1515569233,SM3L,,- - - - - Vomiting disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
,http://id.who.int/icd/release/11/mms/2137712626/other,SM3Y,,- - - - - Other specified abdominal cavity disorders (TM2),category,1,True,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
,http://id.who.int/icd/release/11/mms/2137712626/unspecified,SM3Z,,"- - - - - Abdominal cavity disorders (TM2), unspecified",category,1,True,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1978089630,http://id.who.int/icd/release/11/mms/1978089630,,BlockL4-SM4,- - - - Liver and Spleen disorders (TM2),block,4,False,26,browser,False,,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/2021399300,http://id.who.int/icd/release/11/mms/2021399300,SM40,,- - - - - Liver abscess disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/2032525894,http://id.who.int/icd/release/11/mms/2032525894,SM41,,- - - - - Jaundice disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1036498146,http://id.who.int/icd/release/11/mms/1036498146,SM42,,- - - - - Hepatomegaly disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/964305630,http://id.who.int/icd/release/11/mms/964305630,SM43,,- - - - - Hepatitis disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1186215023,http://id.who.int/icd/release/11/mms/1186215023,SM44,,- - - - - Splenomegaly disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
,http://id.who.int/icd/release/11/mms/1978089630/other,SM4Y,,- - - - - Other specified liver and Spleen disorders (TM2),category,1,True,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
,http://id.who.int/icd/release/11/mms/1978089630/unspecified,SM4Z,,"- - - - - Liver and Spleen disorders (TM2), unspecified",category,1,True,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1901778594,http://id.who.int/icd/release/11/mms/1901778594,,BlockL4-SM5,- - - - Anorectal disorders (TM2),block,4,False,26,browser,False,,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/841741921,http://id.who.int/icd/release/11/mms/841741921,SM50,,- - - - - Proctalgia disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1662149539,http://id.who.int/icd/release/11/mms/1662149539,SM51,,- - - - - Anal fissure disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/435722194,http://id.who.int/icd/release/11/mms/435722194,SM52,,- - - - - Fistula in ano disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1616349688,http://id.who.int/icd/release/11/mms/1616349688,SM53,,- - - - - Haemorrhoids disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/2061540355,http://id.who.int/icd/release/11/mms/2061540355,SM54,,- - - - - Proctitis disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1086007413,http://id.who.int/icd/release/11/mms/1086007413,SM55,,- - - - - Rectal prolapse disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1341223511,http://id.who.int/icd/release/11/mms/1341223511,SM56,,- - - - - Anal abscess disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
,http://id.who.int/icd/release/11/mms/1901778594/other,SM5Y,,- - - - - Other specified anorectal disorders (TM2),category,1,True,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
,http://id.who.int/icd/release/11/mms/1901778594/unspecified,SM5Z,,"- - - - - Anorectal disorders (TM2), unspecified",category,1,True,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1759348926,http://id.who.int/icd/release/11/mms/1759348926,SM70,,- - - - Flank pain disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1289319696,http://id.who.int/icd/release/11/mms/1289319696,SM71,,- - - - Anorexia disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1450947418,http://id.who.int/icd/release/11/mms/1450947418,SM72,,- - - - Bowel inflammation disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1767268402,http://id.who.int/icd/release/11/mms/1767268402,SM73,,- - - - Infantile tenesmus disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1290811390,http://id.who.int/icd/release/11/mms/1290811390,SM74,,- - - - Hiccough disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/460984650,http://id.who.int/icd/release/11/mms/460984650,SM75,,- - - - Dynamic intestinal obstruction disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/837500040,http://id.who.int/icd/release/11/mms/837500040,SM76,,- - - - Severe vomiting and diarrhoea disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
,http://id.who.int/icd/release/11/mms/1104895717/other,SM7Y,,- - - - Other specified gastro-intestinal disorders (TM2),category,1,True,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
,http://id.who.int/icd/release/11/mms/1104895717/unspecified,SM7Z,,"- - - - Gastro-intestinal disorders (TM2), unspecified",category,1,True,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM1,,
http://id.who.int/icd/entity/1542941233,http://id.who.int/icd/release/11/mms/1542941233,,BlockL3-SM8,- - - Urinary and reproductive system disorders (TM2),block,3,False,26,browser,False,,BlockL1-SK0,BlockL2-SK0,,,
http://id.who.int/icd/entity/344029973,http://id.who.int/icd/release/11/mms/344029973,,BlockL4-SM8,- - - - Urinary system disorders (TM2),block,4,False,26,browser,False,,BlockL1-SK0,BlockL2-SK0,BlockL3-SM8,,
http://id.who.int/icd/entity/305626317,http://id.who.int/icd/release/11/mms/305626317,SM80,,- - - - - Renal abscess disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM8,,
http://id.who.int/icd/entity/198305416,http://id.who.int/icd/release/11/mms/198305416,SM81,,- - - - - Retention of urine disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM8,,
http://id.who.int/icd/entity/340201268,http://id.who.int/icd/release/11/mms/340201268,SM82,,- - - - - Insufficiency of the urinary bladder disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM8,,
http://id.who.int/icd/entity/165944656,http://id.who.int/icd/release/11/mms/165944656,SM83,,- - - - - Renal colic disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM8,,
http://id.who.int/icd/entity/840913416,http://id.who.int/icd/release/11/mms/840913416,SM84,,- - - - - Nephritis disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM8,,
http://id.who.int/icd/entity/599936478,http://id.who.int/icd/release/11/mms/599936478,SM85,,- - - - - Cystitis disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM8,,
http://id.who.int/icd/entity/1495841197,http://id.who.int/icd/release/11/mms/1495841197,SM86,,- - - - - Wound of the urinary bladder disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM8,,
http://id.who.int/icd/entity/1570058131,http://id.who.int/icd/release/11/mms/1570058131,SM87,,- - - - - Dysuria disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM8,,
http://id.who.int/icd/entity/1937059347,http://id.who.int/icd/release/11/mms/1937059347,SM88,,- - - - - Dribbling of urine disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM8,,
http://id.who.int/icd/entity/1882244168,http://id.who.int/icd/release/11/mms/1882244168,SM89,,- - - - - Thick urine disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM8,,
http://id.who.int/icd/entity/782160949,http://id.who.int/icd/release/11/mms/782160949,SM8A,,- - - - - Haematuria disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM8,,
http://id.who.int/icd/entity/605254489,http://id.who.int/icd/release/11/mms/605254489,SM8B,,- - - - - Urinary incontinence disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM8,,
http://id.who.int/icd/entity/8312245,http://id.who.int/icd/release/11/mms/8312245,SM8C,,- - - - - Urinary stone disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM8,,
http://id.who.int/icd/entity/1280110553,http://id.who.int/icd/release/11/mms/1280110553,SM8D,,- - - - - Polyuria disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM8,,
http://id.who.int/icd/entity/358980461,http://id.who.int/icd/release/11/mms/358980461,SM8E,,- - - - - Oliguria disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM8,,
,http://id.who.int/icd/release/11/mms/344029973/other,SM8Y,,- - - - - Other specified urinary system disorders (TM2),category,1,True,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM8,,
,http://id.who.int/icd/release/11/mms/344029973/unspecified,SM8Z,,"- - - - - Urinary system disorders (TM2), unspecified",category,1,True,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM8,,
http://id.who.int/icd/entity/1076641430,http://id.who.int/icd/release/11/mms/1076641430,,BlockL4-SM9,- - - - Female Reproductive System disorders (TM2),block,4,False,26,browser,False,,BlockL1-SK0,BlockL2-SK0,BlockL3-SM8,,
http://id.who.int/icd/entity/2110178918,http://id.who.int/icd/release/11/mms/2110178918,SM90,,- - - - - Amenorrhoea disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM8,,
http://id.who.int/icd/entity/1798710974,http://id.who.int/icd/release/11/mms/1798710974,SM91,,- - - - - Endocervicitis disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM8,,
http://id.who.int/icd/entity/1639678418,http://id.who.int/icd/release/11/mms/1639678418,SM92,,- - - - - Bartholin's cyst disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM8,,
http://id.who.int/icd/entity/2116905062,http://id.who.int/icd/release/11/mms/2116905062,SM93,,- - - - - Leucorrhoea disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM8,,
http://id.who.int/icd/entity/1956695818,http://id.who.int/icd/release/11/mms/1956695818,SM94,,- - - - - Female infertility disorder (TM2),category,1,False,26,browser,True,False,BlockL1-SK0,BlockL2-SK0,BlockL3-SM8,,
